"","geneid","hl.ratio","pval"
"6199","UGP2","7.2250485786022597E-2","0.18657661253809299"
"6200","C17orf49","NA","NA"
"6201","CCDC9","-0.22888933486680499","0.47431212396276601"
"6202","THY1","8.6162758342776799E-2","0.57300197540698705"
"6203","C1orf122","NA","NA"
"6204","PHC3","NA","NA"
"6205","G6PC3","NA","NA"
"6206","MDH2","7.5682490644270496E-3","0.90027404221496099"
"6207","SCOC","-0.40146990465916199","0.81811560527606597"
"6208","ORC1","NA","NA"
"6209","LAMTOR4","NA","NA"
"6210","GLIS3","NA","NA"
"6211","ABCA13","NA","NA"
"6212","MRPS16","-1.1970349531606399","0.54906657901443101"
"6213","OAZ1","NA","NA"
"6214","TIA1","0.18118187124749","0.36559109534462902"
"6215","GGN","NA","NA"
"6216","ZCCHC17","7.5819886147751994E-2","0.99362256572837004"
"6217","ZNF79","NA","NA"
"6218","PAF1","0.25684374967322998","0.25991002242823402"
"6219","HOOK3","-0.48166958408800697","1.0966609057655401E-5"
"6220","CCDC157","NA","NA"
"6221","EPS8L1","NA","NA"
"6222","MAEA","1.7864112421561199E-3","0.89312575969223296"
"6223","RABAC1","0.72680578310522603","0.24817921490127601"
"6224","SMARCA2","NA","NA"
"6225","TSPAN6","0.21467139641775099","0.94882622661043503"
"6226","HECW2","NA","NA"
"6227","DMD","NA","NA"
"6228","SPC25","-0.31253459226840802","0.39748499634139201"
"6229","ZNF521","NA","NA"
"6230","RTTN","NA","NA"
"6231","MMP24","NA","NA"
"6232","HADHA","0.108732993064435","6.8390259180158199E-3"
"6233","ECHS1","-6.8680947874152007E-2","0.53646185991636997"
"6234","INTS2","NA","NA"
"6235","SRGN","NA","NA"
"6236","HDAC9","NA","NA"
"6237","PTPN11","1.40396240584595E-2","0.896590572232697"
"6238","DUSP7","NA","NA"
"6239","KIAA1430","0.79152729815703105","0.61624933005608695"
"6240","SPIRE1","NA","NA"
"6241","RAB4B-EGLN2","NA","NA"
"6242","STAT3","-2.1702734821291599E-2","0.88164531411341696"
"6243","CYBA","NA","NA"
"6244","SKI","NA","NA"
"6245","GTF3C6","NA","NA"
"6246","TMED1","-0.167315302664473","0.52945872950105799"
"6247","SCUBE3","NA","NA"
"6248","MXRA7","-5.5478245442991202E-2","0.75170525900201102"
"6249","C11orf31","NA","NA"
"6250","TMEM14A","NA","NA"
"6251","NXT2","-0.61237080482657802","0.73295167802655303"
"6252","TMEM259","-0.51484624925299005","0.50130627170824305"
"6253","WRB","-9.6531694648918503E-2","0.84453506756999996"
"6254","MANBAL","-0.166847384198375","0.72587857404122103"
"6255","RAB6B","NA","NA"
"6256","KIAA1107","NA","NA"
"6257","ARSA","-7.0133521001589802E-2","0.773826135579471"
"6258","FNTA","-0.13576552470539099","0.52873521796904199"
"6259","FNTA","-0.13576552470539099","0.52873521796904199"
"6260","SERPING1","9.4985601101874799","5.3557877331447502E-6"
"6261","LMF2","-0.33184709503946302","2.7101110258708601E-2"
"6262","DNASE1L1","-4.4707832890369899E-2","0.78224686174628399"
"6263","PRADC1","NA","NA"
"6264","TCP11L2","NA","NA"
"6265","HYOU1","1.61258585344336E-3","0.92251243440067898"
"6266","HDAC8","NA","NA"
"6267","WDR89","NA","NA"
"6268","PQLC1","NA","NA"
"6269","USP4","NA","NA"
"6270","RRM2B","6.4584308006496297E-2","0.72471911016608104"
"6271","PRMT3","0.44360295054633803","0.860506884195957"
"6272","ZNF383","NA","NA"
"6273","CPZ","-0.761093003315091","0.65226300666767301"
"6274","PCYT2","-8.4498599376703898E-2","0.74738913240331695"
"6275","FAM162A","-0.18362748593346301","8.3622793247795896E-2"
"6276","GOLGA5","-0.22694099284573799","0.172910693979483"
"6277","WDR55","NA","NA"
"6278","PET100","NA","NA"
"6279","MAB21L1","NA","NA"
"6280","IFI44","NA","NA"
"6281","XAB2","1.0971985268093301","0.55763832065140895"
"6282","NDUFB10","-0.32312219851367102","0.20427867319029799"
"6283","PINK1","NA","NA"
"6284","ZBTB7A","NA","NA"
"6285","TRMT12","NA","NA"
"6286","C16orf93","NA","NA"
"6287","TM9SF1","0.40153414303987101","0.64599540447590198"
"6288","TM9SF1","0.40153414303987101","0.64599540447590198"
"6289","TPX2","NA","NA"
"6290","PRDX2","-4.4869261864113601E-2","0.52567838853403903"
"6291","NSD1","NA","NA"
"6292","SERF1A","NA","NA"
"6293","DCUN1D1","-7.2609269844426699E-2","0.78095656439096495"
"6294","C10orf116","NA","NA"
"6295","RPP25L","-0.38787659027953802","0.442776934655433"
"6296","GGT7","0.34559599912143102","0.611001348619295"
"6297","MRPS11","0.120102454375724","0.78195078438633303"
"6298","PYGL","0.36223214828668998","9.51072017988952E-6"
"6299","DMTF1","NA","NA"
"6300","ZNF160","NA","NA"
"6301","ATXN2","-0.46722360957181303","2.8246594689839599E-2"
"6302","DEGS1","-0.47184360178846102","0.28347708250771803"
"6303","RP2","-0.81397445507769906","3.1766449486708197E-2"
"6304","DGKD","NA","NA"
"6305","PLS3","3.1600247882253803E-2","0.436971276637517"
"6306","ARPC4","4.62944334945588E-2","0.53121138613751295"
"6307","SOX13","NA","NA"
"6308","KIF2A","-9.6165716903891293E-2","0.57410494438043003"
"6309","SIN3B","NA","NA"
"6310","TMEM54","NA","NA"
"6311","CDIPT","0.39660401145609497","0.16267208107835401"
"6312","RANBP3","-0.37864928040764001","1.03873042745111E-2"
"6313","USP46","NA","NA"
"6314","AHCY","9.9262497722824194E-2","3.8543530937761097E-2"
"6315","PIH1D1","0.89827547338336","0.59190978904565805"
"6316","RCN3","5.1140734890598198E-3","0.97927982713556505"
"6317","REXO1","NA","NA"
"6318","DAPK3","-0.13400861267332201","0.71267823401995201"
"6319","VEZT","NA","NA"
"6320","DDX19A","8.6397979423048402E-2","0.47139243651673002"
"6321","TAF15","-0.246168249162388","0.20505050665567301"
"6322","NRCAM","-3.5286568635640299","7.2933397872174899E-2"
"6323","TMEM160","-0.12961656006793901","0.91936138907971998"
"6324","E2F7","NA","NA"
"6325","SF3B2","-0.17086530863609001","6.6379608182033506E-2"
"6326","RP11-22B23.1","NA","NA"
"6327","SDCCAG8","NA","NA"
"6328","VPS13C","-0.326278884318006","0.18144431934288299"
"6329","PLA2G15","-0.16249133853175901","0.68516098591708097"
"6330","ERV3-1","NA","NA"
"6331","DHPS","7.0465056417674296E-2","0.94754867516852503"
"6332","TMEM50B","NA","NA"
"6333","MANBA","-1.2965687273361901","0.461607854445375"
"6334","ARF5","-4.4431415840689499E-2","0.79160941351918201"
"6335","RPL22L1","-4.3960972082069401E-2","0.87871603506076201"
"6336","PPAN-P2RY11","NA","NA"
"6337","ACTG1","8.3261047648822598E-2","4.5463561513819799E-2"
"6338","CUL1","0.347426312963308","2.6072130893684702E-2"
"6339","WDR12","-0.35792867481674501","0.173239532470334"
"6340","C19orf26","NA","NA"
"6341","NSL1","NA","NA"
"6342","PARP16","NA","NA"
"6343","RXRB","NA","NA"
"6344","CELSR2","NA","NA"
"6345","HEATR5A","1.1079944247425999","1.3752968894971499E-4"
"6346","TSTD3","NA","NA"
"6347","BTF3","-0.113807523244622","0.57500913854739399"
"6348","STXBP5","NA","NA"
"6349","ZSWIM8","NA","NA"
"6350","ASXL2","NA","NA"
"6351","SPSB3","NA","NA"
"6352","TTC8","NA","NA"
"6353","EOGT","-0.54053936769545197","1.01460111141763E-2"
"6354","BCS1L","-0.35658211134391998","0.62413480523324405"
"6355","ARPC1A","5.6169495468278499E-2","0.50716002702122898"
"6356","VPS29","3.5162139614494103E-2","0.77735994954154597"
"6357","GFPT2","-0.19901364222468401","3.9852126487850803E-2"
"6358","DOM3Z","NA","NA"
"6359","ADD1","-0.26456244169021098","1.61094912698909E-3"
"6360","NICN1","NA","NA"
"6361","ZBTB9","NA","NA"
"6362","ACTR3","6.2047247160167601E-2","0.16380129367222401"
"6363","PCDHGA5","NA","NA"
"6364","SATL1","NA","NA"
"6365","CYP2R1","NA","NA"
"6366","RAMP1","NA","NA"
"6367","CXXC1","NA","NA"
"6368","NHS","NA","NA"
"6369","RP11-762I7.5","NA","NA"
"6370","DMXL1","4.1245757882749796","5.7563200908788699E-2"
"6371","ANO4","NA","NA"
"6372","ITGB2","-0.14788757061139399","0.91351171395575104"
"6373","CCZ1","NA","NA"
"6374","PIK3CB","NA","NA"
"6375","PDHB","NA","NA"
"6376","GDF15","5.4544396558745101E-2","0.965188512425871"
"6377","CDK11B","-1.00294228403971","8.1120556527205601E-4"
"6378","HHLA3","NA","NA"
"6379","FAM174B","NA","NA"
"6380","ADRBK2","NA","NA"
"6381","DAD1","0.28577689249086202","0.71906238552796897"
"6382","SPDYE3","NA","NA"
"6383","NDUFB8","NA","NA"
"6384","NDUFB8","NA","NA"
"6385","CCT4","NA","NA"
"6386","EIF2C4","NA","NA"
"6387","MEF2BNB-MEF2B","NA","NA"
"6388","RNF13","NA","NA"
"6389","GNB1","-0.223807632723031","8.7853779632545898E-2"
"6390","OXA1L","-0.10029621250203299","0.78881536357009596"
"6391","ATXN10","0.46277986194266002","9.0273596828325906E-11"
"6392","NSUN3","NA","NA"
"6393","C15orf57","NA","NA"
"6394","COMMD2","-0.329006909777317","0.588697002536261"
"6395","APBB2","-1.0930814896641701","4.1344295020475097E-2"
"6396","ACAD8","NA","NA"
"6397","SPR","-0.36837812986549101","0.45894551477768197"
"6398","ECE2","-0.50759601612637595","0.77528843465834896"
"6399","PDE4D","10.2852657558145","0"
"6400","CNIH4","-1.00277497709398","2.73778753605665E-2"
"6401","ATP5G1","NA","NA"
"6402","TATDN1","0.54565520172757798","0.211554580340378"
"6403","GLRB","NA","NA"
"6404","MMP16","NA","NA"
"6405","JAK1","-1.7964916967912901","0.33450176893065797"
"6406","KIAA1715","0.36469297402262402","2.5976718201067201E-3"
"6407","GALC","-0.45269494890723599","0.79569636810090605"
"6408","ZNF417","NA","NA"
"6409","CXorf40A","NA","NA"
"6410","TPM2","-4.7332042968896003E-2","0.70174980862468295"
"6411","KIAA1586","NA","NA"
"6412","TUBGCP3","0.114169335960882","0.65774081712800403"
"6413","LY6E","NA","NA"
"6414","POC1B","NA","NA"
"6415","NKAP","NA","NA"
"6416","TSPYL4","NA","NA"
"6417","ZNF613","NA","NA"
"6418","SERF1B","NA","NA"
"6419","VPS72","NA","NA"
"6420","PNKD","-2.2572822118994101E-3","0.96974138112203301"
"6421","NEGR1","2.9931625002789002E-2","0.91809919436469101"
"6422","PLEKHA7","NA","NA"
"6423","SRSF9","-0.210815648275718","0.13872045572612501"
"6424","C1orf112","NA","NA"
"6425","PAFAH1B1","-7.7195404246837296E-2","0.367217434211428"
"6426","CMTM6","-0.106700025699083","0.89073024710483995"
"6427","SNX9","-0.17791212436738901","0.57750838716001496"
"6428","ABHD12","-0.51083606290512795","0.15645683975819399"
"6429","KIAA0391","NA","NA"
"6430","KIAA0391","NA","NA"
"6431","KIAA0391","NA","NA"
"6432","GMEB2","NA","NA"
"6433","IARS2","-7.9573502782735506E-2","0.455289018027285"
"6434","SLC36A4","NA","NA"
"6435","TMCC1","NA","NA"
"6436","UGCG","NA","NA"
"6437","ERCC3","NA","NA"
"6438","CRIM1","-0.43228110567338202","0.19577124452285599"
"6439","IRS1","NA","NA"
"6440","BACE2","NA","NA"
"6441","TBC1D3C","NA","NA"
"6442","RPS19BP1","-7.0799296342178797E-2","0.83080396489108499"
"6443","AIP","-0.23000983816224399","0.16924203501788901"
"6444","SLC1A4","0.132814230132276","0.87978659316956997"
"6445","GPR180","-4.3356390364165196E-3","0.965296487089495"
"6446","TULP4","NA","NA"
"6447","MBTPS2","NA","NA"
"6448","TOM1L2","-0.88398542668751601","3.7584963019742602E-2"
"6449","ITFG1","-0.477323084726542","0.76893410430077502"
"6450","NSRP1","-0.32024638705987402","0.529939822565203"
"6451","C6orf136","NA","NA"
"6452","EIF2C1","NA","NA"
"6453","AGPAT5","0.22780341891981201","0.344802906829067"
"6454","DMAP1","-0.103914623021966","0.91865956891937794"
"6455","ANKS3","NA","NA"
"6456","NDUFV2","-0.108832619410425","0.76415280935537999"
"6457","ZNF502","NA","NA"
"6458","NCOA6","NA","NA"
"6459","PCDHGA6","NA","NA"
"6460","TBCEL","-0.175963101306119","0.73134385678415903"
"6461","ZNF587","NA","NA"
"6462","DEPDC5","NA","NA"
"6463","ABC7-42389800N19.1","NA","NA"
"6464","RCN1","-7.5023616514565405E-2","0.38704649765948901"
"6465","GLB1L","NA","NA"
"6466","BRAT1","NA","NA"
"6467","TMEM128","NA","NA"
"6468","SCAP","NA","NA"
"6469","ADAMTS1","-7.8115485974073598E-2","0.68368404122788096"
"6470","HPRT1","-0.109102532770619","0.190713029397412"
"6471","AURKAIP1","1.7489028019442701","0.38424563435902398"
"6472","TTC17","0.24165428305646799","0.59587414871690703"
"6473","IMMT","1.3196275590592501E-2","0.80442955676696803"
"6474","RP11-1212A22.1","NA","NA"
"6475","ABI3BP","NA","NA"
"6476","BMPR1A","NA","NA"
"6477","KPNA3","-0.20710422048622501","8.6151498673673596E-2"
"6478","MAU2","0.108840891514144","0.98475652203944197"
"6479","ZNF34","NA","NA"
"6480","SHPK","-1.6755436991310999","0.37270993292758497"
"6481","SHPK","-1.6755436991310999","0.37270993292758497"
"6482","PCNXL3","NA","NA"
"6483","RP11-468E2.2","NA","NA"
"6484","MYL5","NA","NA"
"6485","TXNDC15","NA","NA"
"6486","FUOM","NA","NA"
"6487","DHX37","NA","NA"
"6488","UQCR11","NA","NA"
"6489","UQCR11","NA","NA"
"6490","CEP290","NA","NA"
"6491","EBAG9","NA","NA"
"6492","LAPTM5","NA","NA"
"6493","SND1","5.9178388195011998E-2","0.16419968902891199"
"6494","NGFRAP1","NA","NA"
"6495","LRRFIP1","-0.26285063939422099","1.9301758508094801E-3"
"6496","C6orf89","3.1583073603143998","0.114529569153189"
"6497","CAPZB","-1.8274847240153099E-2","0.75296399122064395"
"6498","PPP4C","NA","NA"
"6499","MESDC1","NA","NA"
"6500","MNS1","NA","NA"
"6501","NDE1","NA","NA"
"6502","AC007390.5","NA","NA"
"6503","CANX","1.32530228151402E-2","0.80629017309401796"
"6504","MDM1","NA","NA"
"6505","ASPM","-9.9858980752950993E-2","0.885541881143729"
"6506","ZNF576","NA","NA"
"6507","ATP6V1G2","NA","NA"
"6508","ZNF709","NA","NA"
"6509","ZNF709","NA","NA"
"6510","SEMA3C","-0.15522993407786101","0.61400816302496797"
"6511","WRAP53","NA","NA"
"6512","VPS45","-0.718019423149443","1.04354723799393E-2"
"6513","CAPNS1","-4.9799318259318097E-2","0.39661229040138002"
"6514","BIRC2","NA","NA"
"6515","COA1","NA","NA"
"6516","NDUFV1","-0.40027436407940098","6.2700916918265598E-3"
"6517","ZNF441","NA","NA"
"6518","PRKAG1","0.12044516275489101","0.65147828620678305"
"6519","ITPK1","NA","NA"
"6520","C14orf101","NA","NA"
"6521","TAF9B","NA","NA"
"6522","DENR","0.618889559771585","3.64100152570537E-4"
"6523","SMS","-0.16316081424682999","0.17766302466606501"
"6524","C18orf32","2.1414968015432299E-3","0.93883614069576304"
"6525","TMEM164","NA","NA"
"6526","NCSTN","0.12525009502974499","0.47290197732893102"
"6527","PTP4A2","9.5732394191206494E-2","0.86750640045993299"
"6528","SLC36A1","NA","NA"
"6529","POLR3E","NA","NA"
"6530","FCHO2","0.217179956199405","0.76653229028366798"
"6531","SLC4A4","NA","NA"
"6532","PFN2","-0.23657790590983899","0.350044789597032"
"6533","PEBP1","3.54482123798495E-3","0.94596177920865998"
"6534","CENPJ","NA","NA"
"6535","GBA","-8.9671405060055498E-2","0.57502869321819094"
"6536","C20orf96","NA","NA"
"6537","RAP1GDS1","9.1786992369053202E-2","9.2910371961230101E-2"
"6538","PRKD3","NA","NA"
"6539","SMAD5","NA","NA"
"6540","SENP8","NA","NA"
"6541","MST1","1.9859106202728001","9.9276668256617997E-4"
"6542","41882","NA","NA"
"6543","PRX","NA","NA"
"6544","CD163L1","NA","NA"
"6545","CPOX","-0.19346100544272299","0.27241010247171299"
"6546","CREBZF","NA","NA"
"6547","SFXN1","9.5432787411603603E-2","0.29945568240653903"
"6548","MAP1S","-0.151747551514508","0.25990714756799999"
"6549","RP11-508M1.3","NA","NA"
"6550","NKTR","NA","NA"
"6551","MRPS2","NA","NA"
"6552","ERRFI1","NA","NA"
"6553","PLD3","-0.29493264382023399","4.6632137699029103E-2"
"6554","ACRC","NA","NA"
"6555","PHC1","NA","NA"
"6556","STK11IP","NA","NA"
"6557","EFEMP1","-0.30581138977745498","6.6841344079384801E-2"
"6558","CANT1","NA","NA"
"6559","WSB1","NA","NA"
"6560","CAPZA1","-4.5866068005406602E-2","0.57456705381974804"
"6561","ZNF117","NA","NA"
"6562","SQSTM1","-1.11383514605951","3.4738232958570702E-3"
"6563","KIF9","NA","NA"
"6564","MAP3K11","NA","NA"
"6565","ZNF841","NA","NA"
"6566","ANAPC1","0.33666025770746999","0.38639627670577897"
"6567","TAOK2","NA","NA"
"6568","UNC50","NA","NA"
"6569","ZNF333","NA","NA"
"6570","GBP1","-0.251402186188384","1.7446078136728001E-2"
"6571","WDFY2","1.28586382753311","4.4106977022863904E-3"
"6572","NFIL3","NA","NA"
"6573","ENO1","-2.2150867788461901E-2","0.37936765981113901"
"6574","EPB41L4B","-2.1149832957478099","0.31987689013189402"
"6575","GPS2","-1.4044680677116199","0.498370474313722"
"6576","GPS2","-1.4044680677116199","0.498370474313722"
"6577","RAB20","NA","NA"
"6578","NAGPA","NA","NA"
"6579","HMGN3","NA","NA"
"6580","HLA-DMA","NA","NA"
"6581","FAM222B","NA","NA"
"6582","STK39","-6.7855819874378196E-3","0.98671221091420702"
"6583","PTPRQ","NA","NA"
"6584","PSME3","-1.1826150580006001","2.1046811092535299E-14"
"6585","DOT1L","NA","NA"
"6586","NLGN2","NA","NA"
"6587","TBCE","-0.58454383149366995","5.1935744073246901E-2"
"6588","PPIP5K1","NA","NA"
"6589","HSD17B2","NA","NA"
"6590","ATP7A","NA","NA"
"6591","PTPRG","-1.2456112787875999","0.52143746951312897"
"6592","NTMT1","0.22906995913453601","0.20971796862811401"
"6593","TBC1D10B","1.6497696732188301","2.6899793587797899E-11"
"6594","APRT","-0.46997720819413402","1.99468866394062E-5"
"6595","ARL5A","NA","NA"
"6596","DPYD","-2.0347556383078","1.2267751416590301E-2"
"6597","SMIM12","-0.156625778337461","0.79301918334761201"
"6598","ZNF627","NA","NA"
"6599","H2AFV","NA","NA"
"6600","DIXDC1","NA","NA"
"6601","HSD17B7P2","NA","NA"
"6602","SRPX2","NA","NA"
"6603","MRPS27","-0.47367222370089901","0.47436049011717801"
"6604","COL1A1","-0.30553310695139901","2.3743533652678E-11"
"6605","ZNF236","NA","NA"
"6606","PTPRM","NA","NA"
"6607","CHURC1-FNTB","0.17182274017935301","0.99702821754380999"
"6608","TMSB15B","NA","NA"
"6609","C1orf54","NA","NA"
"6610","ELP4","-1.1695846968691199","0.50572941737800103"
"6611","WDR59","NA","NA"
"6612","TIMMDC1","-0.68195279175923695","0.283814066711293"
"6613","ZNF112","NA","NA"
"6614","RMND5B","NA","NA"
"6615","TOMM6","NA","NA"
"6616","ANAPC4","0.112429194043956","0.98928721982833201"
"6617","FAM53B","NA","NA"
"6618","KIF14","-3.5764982199905302","0.100843389134175"
"6619","MTERFD3","NA","NA"
"6620","SLC2A8","NA","NA"
"6621","COX15","NA","NA"
"6622","AC004166.7","NA","NA"
"6623","CYYR1","NA","NA"
"6624","CHCHD5","NA","NA"
"6625","SLC30A6","NA","NA"
"6626","WBP1","NA","NA"
"6627","TRIM27","NA","NA"
"6628","MID2","NA","NA"
"6629","SS18L1","NA","NA"
"6630","ANXA2","-3.78307500985261E-2","9.6000869154697299E-2"
"6631","C22orf32","NA","NA"
"6632","ABHD14A","NA","NA"
"6633","LMBR1","NA","NA"
"6634","CENPO","NA","NA"
"6635","TRAPPC5","0.116868414305935","0.56430311702778702"
"6636","COX5A","0.35056747889587803","0.34248542688114603"
"6637","TTC7B","NA","NA"
"6638","BCAS3","NA","NA"
"6639","FIZ1","NA","NA"
"6640","SLC30A9","NA","NA"
"6641","GGPS1","-0.50320592871593195","0.319903201434868"
"6642","STARD3NL","-1.70179590057676","0.38233105761075897"
"6643","WDR1","-4.6907537316721398E-2","0.16124855997294699"
"6644","STRN","-0.91312465293079803","1.10772586146329E-5"
"6645","FAM89B","NA","NA"
"6646","POMT2","NA","NA"
"6647","41887","NA","NA"
"6648","ZNF93","NA","NA"
"6649","INTS10","NA","NA"
"6650","CETN2","-6.5739566282343495E-2","0.87633938880110196"
"6651","ZNF320","NA","NA"
"6652","COL1A2","-0.32931664078453998","1.4059248742851099E-9"
"6653","ZNF44","NA","NA"
"6654","GINM1","NA","NA"
"6655","41890","-0.20824404173508701","3.54921044130956E-6"
"6656","EFNA5","NA","NA"
"6657","DNAJC19","-3.1589450024826597E-2","0.97209453129298595"
"6658","NTAN1","2.10484467456423E-2","0.959521136350031"
"6659","ALG3","-0.218635013374335","0.47290300517237599"
"6660","C6orf170","NA","NA"
"6661","STK17B","-1.1987821616379799","0.51919318917598101"
"6662","CRLS1","NA","NA"
"6663","CYP20A1","1.29172594620186","1.39459025270865E-3"
"6664","ALDH1A3","NA","NA"
"6665","SLC2A11","NA","NA"
"6666","AC012307.3","NA","NA"
"6667","PRKX","NA","NA"
"6668","TCTA","NA","NA"
"6669","LYPLA1","-0.16068066869195799","0.66091931437987606"
"6670","SFI1","NA","NA"
"6671","MESDC2","-0.1246470988462","0.47805488650103001"
"6672","TNNT2","NA","NA"
"6673","DPY19L1","0.46667977563882101","1.6354373137238601E-2"
"6674","TBC1D3H","NA","NA"
"6675","ST8SIA5","NA","NA"
"6676","EFR3A","-4.2875352762863699","7.7055791925387696E-2"
"6677","PRDX5","-2.8950940523224E-2","0.76817353089080698"
"6678","HYI","0.55401713861116397","0.52631291380386702"
"6679","PKD1P1","NA","NA"
"6680","PKD1P1","NA","NA"
"6681","PKD1P1","NA","NA"
"6682","PCDHGA12","NA","NA"
"6683","CERCAM","0.106754385776219","0.60040417872785301"
"6684","PRPF31","-8.9870054864384305E-2","0.54192774070510996"
"6685","FAM98A","0.19110930184761099","0.19671650815080399"
"6686","PRKCE","NA","NA"
"6687","PDE6A","NA","NA"
"6688","THOC3","-4.9903189191348903E-2","0.83955852096200501"
"6689","TEAD4","NA","NA"
"6690","TECR","-0.33662555833159402","2.6287514952227999E-2"
